"tconst","releaseYear","genres","averageRating","numVotes","directors","writers","outcome"
"tt4225622",2017,"Comedy,Horror",6.4,87847,"nm0629334","nm3929259","unpopular"
"tt0117381",1996,"Crime,Drama,Mystery",7.7,207031,"nm0387706","nm0225942,nm0787399,nm0081189","unpopular"
"tt1666801",2015,"Comedy,Romance",6.5,92156,"nm1847738","nm1038800,nm3929735","unpopular"
"tt1634106",2020,"Action,Adventure,Sci-Fi",5.7,75019,"nm1702145","nm0905592,nm2104063,nm0889099,nm9303435,nm1318192","unpopular"
"tt0200550",2000,"Comedy,Drama,Music",5.7,112751,"nm0573589","nm0920859","unpopular"
"tt1010048",2008,"Drama,Romance",8,830622,"nm0849164,nm0000965","nm0064479,nm3139511","popular"
"tt0293662",2002,"Action,Crime,Thriller",6.8,298414,"nm0504642,nm0477035","nm0000108,nm0436543","unpopular"
"tt0111149",1994,"Crime,Thriller",7.3,60358,"nm0000965","nm0388076","unpopular"
"tt0086541",1983,"Horror,Sci-Fi,Thriller",7.2,90360,"nm0000343","nm0000343","unpopular"
"tt5363618",2019,"Drama,Music",7.7,117134,"nm2942187","nm2942187,nm3473150,nm0161834","unpopular"
"tt0457513",2006,"Comedy,Crime,Fantasy",6.6,83913,"nm0000095","nm0000095","unpopular"
"tt1374992",2012,"Drama,Fantasy,Romance",6.3,71448,"nm0812626","nm0812626,nm0024887,nm0536421","unpopular"
"tt1615918",2011,"Adventure,Animation,Comedy",4.3,34573,"nm0593610","nm0008743,nm0074184,nm0046564,nm0439739","popular"
"tt3263904",2016,"Biography,Drama",7.4,262678,"nm0000142","nm0464548,nm3314810,nm5293055","popular"
"tt0208003",2000,"Action,Comedy,Crime",5.2,84687,"nm0331532","nm0702912,nm0722610","popular"
"tt1028532",2009,"Biography,Drama,Family",8.1,275681,"nm0002120","nm2124742,nm0793881","unpopular"
"tt1063669",2008,"Drama,Thriller",7.6,107691,"nm0304541","nm0429168,nm0205972,nm1545967,nm0304541,nm0861826","unpopular"
"tt7401588",2018,"Comedy,Drama",7.3,103176,"nm1890845","nm1890845,nm1898234","unpopular"
"tt0133093",1999,"Action,Sci-Fi",8.7,1847311,"nm0905152,nm0905154","nm0905152,nm0905154","popular"
"tt0795368",2007,"Comedy",7.3,114671,"nm0000568","nm1918877","unpopular"
"tt0462465",2008,"Action,Adventure,Sci-Fi",6.2,75103,"nm0564586","nm0085736,nm0564586","unpopular"
"tt1602613",2013,"Action,Crime,Drama",5.7,111511,"nm0716347","nm0716347","unpopular"
"tt0205000",1999,"Comedy,Romance",5.7,74373,"nm0593610","nm0325214,nm0001705","unpopular"
"tt0119094",1997,"Action,Crime,Sci-Fi",7.3,367877,"nm0000247","nm0108273,nm0171718","popular"
"tt0062765",1968,"Action,Crime,Thriller",7.4,67560,"nm0946811","nm0874450,nm0459067,nm0279302","unpopular"
"tt1598822",2011,"Comedy,Romance",5.6,85486,"nm0005190","nm0297545","unpopular"
"tt0084434",1982,"Drama,Romance",7,55387,"nm0000431","nm0829343","unpopular"
"tt0120863",1998,"Drama,History,War",7.6,184561,"nm0000517","nm0428296,nm0000517","unpopular"
"tt2039393",2014,"Crime,Drama,Thriller",6,69691,"nm1012501","nm1184258,nm0864812","unpopular"
"tt6266538",2018,"Biography,Comedy,Drama",7.2,140531,"nm0570912","nm0570912","unpopular"
"tt0219965",2001,"Comedy,Crime,Drama",6.5,67763,"nm0001469","nm0679037","unpopular"
"tt0063442",1968,"Adventure,Sci-Fi",8,176311,"nm0769874","nm0933858,nm0785245,nm0099541,nm0445934","unpopular"
"tt0281373",2002,"Adventure,Comedy,Family",5.2,26784,"nm0505152","nm0467942,nm0842476,nm0325271,nm0317102,nm0357000,nm0667305","popular"
"tt0292644",2002,"Comedy,Drama,Romance",6.6,51202,"nm0000812","nm0254735,nm0000812","unpopular"
"tt0110622",1994,"Comedy,Crime",6.5,102788,"nm0781842","nm0698493,nm0001878,nm0516598,nm0000720,nm0958387","unpopular"
"tt0083530",1982,"Comedy,Sci-Fi",6.1,52113,"nm0277946","nm0277946,nm0419830,nm0718514","unpopular"
"tt0082694",1981,"Action,Adventure,Sci-Fi",7.6,176640,"nm0004306","nm0371249,nm0004306,nm0360352,nm0447945","unpopular"
"tt5022702",2016,"Horror,Thriller",6.6,124871,"nm1093039","nm1093039,nm2318089","unpopular"
"tt3099498",2014,"Comedy,Horror",5.3,51323,"nm0003620","nm0003620","unpopular"
"tt1596363",2015,"Biography,Comedy,Drama",7.8,412111,"nm0570912","nm1017488,nm0570912,nm1034122","unpopular"
